sina_code,name,tag,amount,today_pct,turnover,open_pct,price,risk_level,risk_msg,trigger_next,risk_rule,pct_10,link_dragon,vol,vol_prev,vol_ratio,code
sh600030,中信证券,★人气/成交/💰大战场,9040000000.0,-3.25,2.59,-0.71,28.54,🟢 Safe,-,-,,-0.31,,0,0,0,600030
sh601899,紫金矿业,★人气/成交/💰大战场,8780000000.0,-1.14,1.17,-1.42,36.3,🟢 Safe,-,-,,13.12,,0,0,0,601899
sh600111,北方稀土,★人气/成交/💰大战场,7870999999.999999,-3.54,4.45,-1.45,48.71,🟢 Safe,-,-,,7.15,,0,0,0,600111
sz002151,北斗星通,★人气/成交/💰大战场,7869000000.0,3.45,30.91,-3.15,59.69,🟢 Safe,-,-,,73.27,,0,0,0,002151
sh600498,烽火通信,★人气/成交/💰大战场,7692000000.0,2.18,16.34,-1.99,37.5,🟢 Safe,-,-,,36.86,,0,0,0,600498
sh600435,北方导航,★人气/成交/💰大战场,6880000000.0,6.31,22.48,0.91,21.07,🟢 Safe,-,-,,50.07,,0,0,0,600435
sz002565,顺灏股份,F佬/顺灏股份(商业航天/中位)/★人气/成交/首板/💰大战场,6609999999.999999,10.02,29.68,3.8,21.41,极高危,196.03%,次日 +1.30%,30日偏离值200%,51.52,,0,0,0,002565
sz002600,领益智造,★人气/成交/💰大战场,6573999999.999999,1.61,5.56,0.0,16.43,🟢 Safe,-,-,,5.86,,0,0,0,002600
sh600105,永鼎股份,★人气/成交/💰大战场,6509000000.0,2.6,16.12,0.04,28.0,🟢 Safe,-,-,,31.95,,0,0,0,600105
sz301293,三博脑科,★人气/成交/💰大战场,5687000000.0,5.39,36.91,0.0,98.88,🟢 Safe,-,-,,79.33,,0,0,0,301293
sh600151,航天机电,★人气/成交/航天/💰大战场,5600000000.0,7.11,19.51,-1.79,20.35,🟢 Safe,-,-,,26.71,,0,0,0,600151
sz002340,格林美,★人气/成交/💰大战场,5536000000.0,-5.89,12.2,-2.89,8.78,🟢 Safe,-,-,,11.42,,0,0,0,002340
sz002759,天际股份,★人气/成交/💰大战场,5446000000.0,-2.6,22.73,0.73,46.9,🟢 Safe,-,-,,22.49,,0,0,0,002759
sh600089,特变电工,★人气/成交/💰大战场,5397000000.0,-0.58,4.42,0.37,24.05,🟢 Safe,-,-,,4.61,,0,0,0,600089
sh600150,中国船舶,★人气/成交/💰大战场,5383000000.0,4.09,2.01,0.0,35.88,🟢 Safe,-,-,,7.81,,0,0,0,600150
sh601888,中国中免,★人气/成交/💰大战场,5357000000.0,-0.49,2.92,-1.02,92.95,🟢 Safe,-,-,,4.54,,0,0,0,601888
sh601600,中国铝业,★人气/成交/💰大战场,5181000000.0,-2.85,2.86,-2.49,13.65,🟢 Safe,-,-,,24.43,,0,0,0,601600
sz002463,沪电股份,★人气/成交/💰大战场,5118000000.0,-3.11,3.7,-0.48,71.23,🟢 Safe,-,-,,-0.27,,0,0,0,002463
sz300762,上海瀚讯,★人气/成交/💰大战场,5077000000.0,6.55,18.9,-2.5,44.26,🟢 Safe,-,-,,33.47,,0,0,0,300762
sz002371,北方华创,★人气/成交/💰大战场,4958000000.0,-1.7,1.34,0.0,506.67,🟢 Safe,-,-,,5.24,,0,0,0,002371
sz300751,迈为股份,★人气/成交/首板/🔥20cm/💰大战场,4792000000.0,15.65,12.53,-2.17,212.8,🟢 Safe,-,-,,32.72,,0,0,0,300751
sz002361,神剑股份,★人气/成交/首板/航天/💰大战场,4764000000.0,9.99,38.64,-1.11,15.85,🟢 Safe,-,-,,60.26,,0,0,0,002361
sh601727,上海电气,★人气/成交/💰大战场,4672000000.0,2.76,3.97,-0.44,9.32,🟢 Safe,-,-,,10.95,,0,0,0,601727
sh600036,招商银行,★人气/成交/💰大战场,4643000000.0,-1.35,0.54,0.12,41.58,🟢 Safe,-,-,,-0.79,,0,0,0,600036
sz301308,江波龙,★人气/成交/💰大战场,4536000000.0,-3.09,5.74,-1.0,283.9,🟢 Safe,-,-,,17.0,,0,0,0,301308
sz002837,英维克,★人气/成交/💰大战场,4519000000.0,-2.81,5.19,0.0,101.56,🟢 Safe,-,-,,-2.2,,0,0,0,002837
sh600343,航天动力,★人气/成交/航天/💰大战场,4446000000.0,4.48,14.93,-0.95,47.33,🟢 Safe,-,-,,24.55,,0,0,0,600343
sz301171,易点天下,🐉龙虎榜/💰北向(2.9亿)/💰拉萨天团(2711万)/💰机构(1.1亿)/🏃拉萨天团(4930万)/🏃北向(2.5亿)/🏃机构(5827万)/★人气/成交/1板/💰大战场,4420000000.0,5.88,26.94,-1.13,43.91,🟢 Safe,-,-,,30.22,,0,0,0,301171
sz002149,西部材料,★人气/成交/💰大战场,4389000000.0,3.2,18.46,-1.8,49.4,极高危,196.17%,次日 +1.25%,30日偏离值200%,27.58,,0,0,0,002149
sz002025,航天电器,★人气/成交/首板/机器人/航天/军工/💰大战场,4354000000.0,10.01,15.65,-0.05,62.99,🟢 Safe,-,-,,40.79,,0,0,0,002025
sh688270,臻镭科技,🐉龙虎榜/💰北向(4.8亿)/💰机构/3日(4.4亿)/💰机构(3.1亿)/💰北向/3日(7.2亿)/★人气/成交/首板/👀焚诀预期/炸板/🔥20cm/💰大战场,4322000000.0,15.21,14.09,-0.8,152.0,中高,170.77%,次日 +10.32%,30日偏离值200%,40.61,,0,0,0,688270
sz002460,赣锋锂业,★人气/成交/💰大战场,4290999999.9999995,-2.2,5.37,0.32,65.02,🟢 Safe,-,-,,-2.02,,0,0,0,002460
sz002261,拓维信息,★人气/成交/💰大战场,4219000000.0,1.33,10.64,1.42,34.18,🟢 Safe,-,-,,13.78,,0,0,0,002261
sh600372,中航机载,★人气/成交/首板/低空/航天/💰大战场,4199000000.0,9.99,5.81,-0.43,15.41,🟢 Safe,-,-,,20.02,,0,0,0,600372
sz002230,科大讯飞,★人气/成交/💰大战场,4177000000.0000005,0.74,3.56,1.34,53.41,🟢 Safe,-,-,,9.85,,0,0,0,002230
sz002709,天赐材料,★人气/成交/💰大战场,4175000000.0,-2.4,6.21,-0.99,44.4,🟢 Safe,-,-,,4.54,,0,0,0,002709
sz300803,指南针,★人气/成交/💰大战场,4158000000.0,-3.2,5.02,-1.64,138.51,🟢 Safe,-,-,,7.15,,0,0,0,300803
sh603259,药明康德,★人气/成交/💰大战场,4138000000.0000005,0.13,1.7,0.79,98.17,🟢 Safe,-,-,,8.33,,0,0,0,603259
sz002466,天齐锂业,★人气/成交/💰大战场,4134000000.0000005,-1.05,4.72,0.57,58.62,🟢 Safe,-,-,,5.09,,0,0,0,002466
sh600519,贵州茅台,★人气/成交/💰大战场,4118000000.0,-0.78,0.23,-0.0,1412.3,🟢 Safe,-,-,,0.32,,0,0,0,600519
sz002602,世纪华通,★人气/成交/💰大战场,4092000000.0,4.1,3.17,0.05,19.06,🟢 Safe,-,-,,9.16,,0,0,0,002602
sz002639,雪人集团,🐉龙虎榜/💰消闲派(92万)/💰知春路(724万)/💰北向(5.1亿)/💰机构(1.3亿)/🏃知春路(1.7亿)/🏃北向(4.3亿)/🏃机构(1.0亿)/🏃消闲派(3.2亿)/★人气/成交/2板/💰大战场,4060000000.0,10.02,26.42,6.1,24.16,🟢 Safe,-,-,,27.22,,0,0,0,002639
sz002703,浙江世宝,★人气/成交/💰大战场,3989000000.0,7.11,26.42,1.65,26.67,🟢 Safe,-,-,,43.7,,0,0,0,002703
sz002428,云南锗业,🐉龙虎榜/💰机构/3日(1.7亿)/💰北向/3日(8.7亿)/💰北向(3.6亿)/💰机构(3617万)/🏃北向(1.6亿)/🏃机构(4735万)/🏃北向/3日(9.3亿)/🏃机构/3日(1.6亿)/★人气/成交/🔥焚诀/1板/💰大战场,3947000000.0,6.89,16.91,1.21,35.38,🟢 Safe,-,-,,15.89,,0,0,0,002428
sz002407,多氟多,★人气/成交/💰大战场,3932000000.0,-2.4,10.95,-0.06,32.9,🟢 Safe,-,-,,1.2,,0,0,0,002407
sz002384,东山精密,★人气/成交/💰大战场,3920000000.0000005,0.63,3.46,-0.37,81.11,🟢 Safe,-,-,,-0.25,,0,0,0,002384
sh601688,华泰证券,★人气/成交/💰大战场,3908000000.0,-5.04,2.21,-1.35,23.95,🟢 Safe,-,-,,3.23,,0,0,0,601688
sz300724,捷佳伟创,★人气/成交/💰大战场,3772999999.9999995,6.29,12.8,-0.63,104.16,🟢 Safe,-,-,,15.78,,0,0,0,300724
sz002471,中超控股,★人气/成交/💰大战场,3753000000.0,1.69,33.24,-3.25,8.44,🟢 Safe,-,-,,69.14,,0,0,0,002471
sz002792,通宇通讯,F佬/通宇通讯(商业航天/中位)/★人气/成交/2板/卫星/💰大战场,3715999999.9999995,10.0,19.68,5.59,57.31,🟢 Safe,-,-,,75.53,,0,0,0,002792
sh601933,永辉超市,★人气/成交/💰大战场,3711999999.9999995,2.24,8.26,-1.42,5.03,🟢 Safe,-,-,,-7.71,,0,0,0,601933
sh600309,万华化学,★人气/成交/💰大战场,3697000000.0,-2.73,1.49,-0.01,79.69,🟢 Safe,-,-,,6.54,,0,0,0,600309
sh600362,江西铜业,★人气/成交/💰大战场,3688000000.0000005,-0.45,3.22,-2.32,55.03,🟢 Safe,-,-,,30.77,,0,0,0,600362
sz300655,晶瑞电材,★人气/成交/💰大战场,3678000000.0,-0.57,17.72,1.51,19.08,🟢 Safe,-,-,,9.15,,0,0,0,300655
sz002179,中航光电,★人气/成交/💰大战场,3639000000.0,3.83,4.57,0.03,38.5,🟢 Safe,-,-,,15.17,,0,0,0,002179
sz300857,协创数据,★人气/成交/💰大战场,3582000000.0,-5.05,5.54,-2.46,185.14,🟢 Safe,-,-,,36.99,,0,0,0,300857
sz002738,中矿资源,★人气/成交/💰大战场,3579000000.0,-7.44,6.03,-0.79,81.0,🟢 Safe,-,-,,13.57,,0,0,0,002738
sh600410,华胜天成,★人气/成交/1板/💰大战场,3572999999.9999995,2.88,17.01,1.39,19.29,🟢 Safe,-,-,,14.01,,0,0,0,600410
sh600266,城建发展,★人气/成交/💰大战场,3540000000.0,0.0,24.7,3.85,6.75,🟢 Safe,-,-,,52.03,,0,0,0,600266
sz300900,广联航空,★人气/成交/💰大战场,3521000000.0,4.87,36.28,7.81,43.5,🟢 Safe,-,-,,86.62,,0,0,0,300900
sz300699,光威复材,★人气/成交/💰大战场,3486000000.0,8.32,10.47,-1.24,41.03,🟢 Safe,-,-,,36.86,,0,0,0,300699
sz002409,雅克科技,★人气/成交/💰大战场,3471000000.0,-2.72,12.29,2.75,86.22,🟢 Safe,-,-,,16.92,,0,0,0,002409
sz300003,乐普医疗,★人气/成交/💰大战场,3390999999.9999995,5.99,11.04,1.3,19.64,🟢 Safe,-,-,,23.99,,0,0,0,300003
sh688347,华虹公司,★人气/成交/💰大战场,3369000000.0,0.74,6.42,-1.57,126.3,🟢 Safe,-,-,,20.06,,0,0,0,688347
sh600501,航天晨光,🐉龙虎榜/💰北向/3日(1.4亿)/★人气/成交/🔥焚诀/首板/航天/💰大战场,3297999999.9999995,10.01,23.07,0.13,34.3,🟢 Safe,-,-,,46.64,,0,0,0,600501
sz300008,天海防务,★人气/成交/💰大战场,3265999999.9999995,8.68,22.83,-0.37,8.89,🟢 Safe,-,-,,15.01,,0,0,0,300008
sh600183,生益科技,★人气/成交/💰大战场,3116000000.0,-1.33,1.78,-0.14,71.44,🟢 Safe,-,-,,8.24,,0,0,0,600183
sz002241,歌尔股份,★人气/成交/💰大战场,3107000000.0,-0.78,3.37,-0.54,29.28,🟢 Safe,-,-,,5.13,,0,0,0,002241
sz002920,德赛西威,★人气/成交/💰大战场,3099000000.0,-3.46,4.2,-3.0,132.81,🟢 Safe,-,-,,6.51,,0,0,0,002920
sz002335,科华数据,★人气/成交/💰大战场,3044000000.0,0.23,10.78,-0.11,61.41,🟢 Safe,-,-,,11.33,,0,0,0,002335
sz301611,珂玛科技,★人气/成交/💰大战场,3034000000.0,8.62,17.8,0.57,118.76,🟢 Safe,-,-,,41.94,,0,0,0,301611
sz002544,普天科技,★人气/成交/💰大战场,3026000000.0,7.56,11.91,-1.43,38.42,🟢 Safe,-,-,,22.71,,0,0,0,002544
sz002549,凯美特气,★人气/成交/💰大战场,3025000000.0,0.39,18.49,1.81,23.29,🟢 Safe,-,-,,5.0,,0,0,0,002549
sz301363,美好医疗,★人气/成交/💰大战场,3024000000.0,2.45,19.58,1.78,42.58,🟢 Safe,-,-,,94.43,,0,0,0,301363
sz300757,罗博特科,★人气/成交/💰大战场,3013000000.0,3.68,7.29,0.09,269.31,🟢 Safe,-,-,,18.06,,0,0,0,300757
sz002222,福晶科技,★人气/成交/💰大战场,3005000000.0,8.2,9.67,2.94,66.34,🟢 Safe,-,-,,10.77,,0,0,0,002222
sz002163,海南发展,★人气/成交/💰大战场,2969000000.0,-3.03,18.14,0.05,20.16,🟢 Safe,-,-,,14.61,,0,0,0,002163
sz002555,三七互娱,★人气/成交/💰大战场,2962000000.0,0.52,6.96,-0.6,26.81,🟢 Safe,-,-,,18.16,,0,0,0,002555
sh600330,天通股份,★人气/成交/💰大战场,2938000000.0,4.26,16.96,0.0,14.19,🟢 Safe,-,-,,19.75,,0,0,0,600330
sz002156,通富微电,★人气/成交/💰大战场,2911000000.0,-0.2,4.75,-0.97,40.0,🟢 Safe,-,-,,6.75,,0,0,0,002156
sz002594,比亚迪,★人气/成交/💰大战场,2908000000.0,-0.74,0.86,-0.41,96.88,🟢 Safe,-,-,,2.18,,0,0,0,002594
sh601611,中国核建,F佬/中国核建(核电中军)/★人气/成交/2板/💰大战场,2893000000.0,10.01,5.72,6.24,16.93,🟢 Safe,-,-,,32.99,,0,0,0,601611
sz301005,超捷股份,★人气/成交/💰大战场,2883000000.0,7.84,12.86,0.0,172.78,🟢 Safe,-,-,,84.4,,0,0,0,301005
sh600418,江淮汽车,★人气/成交/💰大战场,2873000000.0,-2.86,2.63,-0.56,49.95,🟢 Safe,-,-,,4.74,,0,0,0,600418
sh600276,恒瑞医药,★人气/成交/💰大战场,2855000000.0,-0.39,0.7,1.8,63.6,🟢 Safe,-,-,,2.91,,0,0,0,600276
sh603011,合锻智能,★人气/成交/💰大战场,2831000000.0,3.79,21.08,2.17,26.82,🟢 Safe,-,-,,21.25,,0,0,0,603011
sz300007,汉威科技,★人气/成交/💰大战场,2814000000.0,1.19,16.43,0.27,60.34,🟢 Safe,-,-,,30.16,,0,0,0,300007
sz002031,巨轮智能,F佬/巨轮智能(机器人/航天)/★人气/成交/🔥焚诀/💰大战场,2813000000.0,6.57,17.68,-0.52,8.27,🟢 Safe,-,-,,12.36,,0,0,0,002031
sz002115,三维通信,持仓/三维通信/★人气/成交/1板/💰大战场,2808000000.0,5.19,28.28,-0.63,13.38,🟢 Safe,-,-,,24.12,,0,0,0,002115
sh601336,新华保险,★人气/成交/💰大战场,2783000000.0,-1.06,1.63,-0.4,81.45,🟢 Safe,-,-,,12.02,,0,0,0,601336
sh601601,中国太保,★人气/成交/💰大战场,2760000000.0,-1.96,0.86,-1.55,46.95,🟢 Safe,-,-,,12.4,,0,0,0,601601
sh688333,铂力特,★人气/成交/💰大战场,2730000000.0,9.77,9.36,-1.04,111.14,🟢 Safe,-,-,,23.43,,0,0,0,688333
sz002735,王子新材,★人气/成交/💰大战场,2717000000.0,3.89,45.91,1.43,21.1,🟢 Safe,-,-,,27.72,,0,0,0,002735
sh601606,长城军工,★人气/成交/军工/💰大战场,2655000000.0,2.43,7.41,0.43,49.74,🟢 Safe,-,-,,5.65,,0,0,0,601606
sz300672,国科微,★人气/成交/💰大战场,2577000000.0,3.86,10.97,-3.53,114.98,🟢 Safe,-,-,,12.53,,0,0,0,300672
sz002171,楚江新材,★人气/成交/💰大战场,2497000000.0,4.94,11.2,-0.82,14.03,🟢 Safe,-,-,,14.25,,0,0,0,002171
sh688205,德科立,★人气/成交/💰大战场,2433000000.0,-6.98,10.31,-3.56,147.7,🟢 Safe,-,-,,-6.52,,0,0,0,688205
sh600363,联创光电,★人气/成交/💰大战场,2432000000.0,2.02,7.42,-0.21,71.57,🟢 Safe,-,-,,26.85,,0,0,0,600363
sz002240,盛新锂能,★人气/成交/💰大战场,2411000000.0,-2.08,7.22,0.11,35.86,🟢 Safe,-,-,,-0.17,,0,0,0,002240
sz002347,泰尔股份,F佬/泰尔股份(机器人)/★人气/成交/💰大战场,2403000000.0,6.14,37.86,-2.28,13.49,🟢 Safe,-,-,,78.44,,0,0,0,002347
sz002865,钧达股份,★人气/成交/首板/👀焚诀预期/炸板/航天/💰大战场,2351000000.0,10.0,15.88,-1.16,68.53,🟢 Safe,-,-,,53.83,,0,0,0,002865
sz002281,光迅科技,★人气/成交/💰大战场,2349000000.0,-0.42,4.23,-0.91,70.88,🟢 Safe,-,-,,0.2,,0,0,0,002281
sz301550,斯菱智驱,★人气/成交/💰大战场,2348000000.0,-1.02,9.43,0.32,172.49,🟢 Safe,-,-,,59.65,,0,0,0,301550
sz300766,每日互动,★人气/成交/💰大战场,2336000000.0,4.79,17.74,0.86,36.56,🟢 Safe,-,-,,18.7,,0,0,0,300766
sh600219,南山铝业,★人气/成交/💰大战场,2331000000.0,-1.54,3.49,-1.2,5.74,🟢 Safe,-,-,,14.34,,0,0,0,600219
sz002126,银轮股份,★人气/成交/💰大战场,2317000000.0,6.5,7.16,1.93,40.77,🟢 Safe,-,-,,15.66,,0,0,0,002126
sz002083,孚日股份,★人气/成交/💰大战场,2300000000.0,-3.99,17.47,-1.71,13.48,🟢 Safe,-,-,,22.21,,0,0,0,002083
sh688387,信科移动-U,🐉龙虎榜/★人气/成交/1板/💰大战场,2297000000.0,6.54,8.83,-1.13,13.2,🟢 Safe,-,-,,42.24,,0,0,0,688387
sh603083,剑桥科技,★人气/成交/💰大战场,2263000000.0,-1.7,6.59,-0.98,123.86,🟢 Safe,-,-,,2.99,,0,0,0,603083
sz002716,湖南白银,★人气/成交/💰大战场,2254000000.0,-3.25,12.34,0.75,7.73,🟢 Safe,-,-,,17.12,,0,0,0,002716
sz002255,海陆重工,★人气/成交/首板/👀焚诀预期/炸板/💰大战场,2248000000.0,1.03,25.12,0.22,13.71,🟢 Safe,-,-,,9.16,,0,0,0,002255
sh601398,工商银行,★人气/成交/💰大战场,2241000000.0,-0.77,0.11,-0.13,7.69,🟢 Safe,-,-,,-2.9,,0,0,0,601398
sz002400,省广集团,🐉龙虎榜/💰北向(2.3亿)/💰机构(8916万)/🏃北向(1.8亿)/🏃机构(1.6亿)/★人气/成交/1板/💰大战场,2224000000.0,1.73,13.76,-0.43,9.43,🟢 Safe,-,-,,16.13,,0,0,0,002400
sz002414,高德红外,★人气/成交/💰大战场,2222000000.0,-0.8,4.04,0.43,16.15,🟢 Safe,-,-,,6.32,,0,0,0,002414
sh601689,拓普集团,★人气/成交/💰大战场,2215000000.0,-0.21,1.7,-0.4,74.64,🟢 Safe,-,-,,7.49,,0,0,0,601689
sh600271,航天信息,★人气/成交/首板/信创/航天/AI/💰大战场,2212000000.0,9.98,9.83,1.14,12.56,🟢 Safe,-,-,,28.43,,0,0,0,600271
sz002402,和而泰,★人气/成交/💰大战场,2170000000.0,1.03,6.85,-0.21,39.2,🟢 Safe,-,-,,0.98,,0,0,0,002402
sh600157,永泰能源,★人气/成交/💰大战场,2165000000.0,1.2,5.81,1.2,1.69,🟢 Safe,-,-,,5.63,,0,0,0,600157
sz300666,江丰电子,★人气/成交/💰大战场,2157000000.0,1.34,8.63,-0.72,112.28,🟢 Safe,-,-,,17.39,,0,0,0,300666
sz002788,鹭燕医药,★人气/成交/3板/💰大战场,2156000000.0,10.0,21.27,-0.04,27.49,🟢 Safe,-,-,,48.59,,0,0,0,002788
sh601360,三六零,★人气/成交/💰大战场,2145000000.0,1.69,2.68,0.62,11.42,🟢 Safe,-,-,,8.04,,0,0,0,601360
sh600021,上海电力,★人气/成交/💰大战场,2141000000.0,-0.88,3.5,0.18,21.5,🟢 Safe,-,-,,9.14,,0,0,0,600021
sz300748,金力永磁,★人气/成交/💰大战场,2114000000.0,-2.77,5.23,-1.37,35.5,🟢 Safe,-,-,,5.44,,0,0,0,300748
sh601288,农业银行,★人气/成交/💰大战场,2095000000.0,-0.67,0.09,-0.27,7.44,🟢 Safe,-,-,,-2.87,,0,0,0,601288
sh600198,大唐电信,★人气/成交/💰大战场,2089999999.9999998,1.58,14.85,4.75,10.91,🟢 Safe,-,-,,22.72,,0,0,0,600198
sh600010,包钢股份,★人气/成交/💰大战场,2064000000.0,-1.94,2.59,-1.16,2.53,🟢 Safe,-,-,,6.3,,0,0,0,600010
sz301306,西测测试,★人气/成交/💰大战场,2055999999.9999998,6.64,25.18,-1.98,143.6,安全,150.76%,次日 +18.93%,30日偏离值200%,39.35,,0,0,0,301306
sh600487,亨通光电,★人气/成交/💰大战场,2048000000.0,-1.36,3.4,0.04,24.58,🟢 Safe,-,-,,-6.22,,0,0,0,600487
sz002383,合众思壮,★人气/成交/💰大战场,2042000000.0000002,2.48,19.46,-1.7,14.47,🟢 Safe,-,-,,39.94,,0,0,0,002383
sz002364,中恒电气,★人气/成交/首板/👀焚诀预期/炸板/💰大战场,2042000000.0000002,0.58,12.34,2.3,29.27,🟢 Safe,-,-,,16.38,,0,0,0,002364
sz002938,鹏鼎控股,★人气/成交/💰大战场,2038000000.0,-1.71,1.64,-0.2,52.85,🟢 Safe,-,-,,4.63,,0,0,0,002938
sh688385,复旦微电,★人气/成交/💰大战场,2032000000.0,4.12,4.48,-1.06,85.4,🟢 Safe,-,-,,34.45,,0,0,0,688385
sz302132,中航成飞,★人气/成交/💰大战场,2012000000.0,3.37,4.16,-0.22,82.89,🟢 Safe,-,-,,10.24,,0,0,0,302132
sz002945,华林证券,📉跌停/博弈修复,1988000000.0,-10.0,4.28,-5.0,16.92,🟢 Safe,-,-,,19.07,,0,0,0,002945
sh600549,厦门钨业,1板,1923000000.0,-2.32,2.81,-1.9,43.81,🟢 Safe,-,-,,1.91,,0,0,0,600549
sz002009,天奇股份,★人气,1922000000.0,0.37,24.42,2.81,21.81,🟢 Safe,-,-,,36.83,sz002931,0,0,0,002009
sz301137,哈焊华通,🔥焚诀/首板,1918000000.0,12.16,17.77,0.17,59.41,🟢 Safe,-,-,,27.65,,0,0,0,301137
sz300753,爱朋医疗,🐉龙虎榜/💰机构/3日(3096万)/🏃机构/3日(2823万)/首板/🔥20cm,1884000000.0,19.99,53.64,6.98,42.62,🟢 Safe,-,-,,62.05,,0,0,0,300753
sz002625,光启技术,1板,1835000000.0000002,1.51,1.69,1.09,50.37,🟢 Safe,-,-,,-1.35,,0,0,0,002625
sh603305,旭升集团,1板,1821000000.0,5.6,9.21,0.06,17.36,🟢 Safe,-,-,,19.07,,0,0,0,603305
sh603131,上海沪工,🔥焚诀,1748000000.0,7.65,17.2,-1.17,31.37,🟢 Safe,-,-,,17.23,,0,0,0,603131
sh600172,黄河旋风,首板,1748000000.0,9.97,21.36,0.17,6.51,🟢 Safe,-,-,,8.14,,0,0,0,600172
sz002389,航天彩虹,首板/👀焚诀预期/炸板/航天,1743000000.0,4.09,7.0,-0.57,25.71,🟢 Safe,-,-,,14.42,,0,0,0,002389
sh600556,天下秀,1板,1719000000.0000002,3.34,13.44,-0.44,7.11,🟢 Safe,-,-,,23.22,,0,0,0,600556
sz300887,谱尼测试,首板/航天/🔥20cm,1701000000.0000002,19.98,33.16,-1.8,15.97,🟢 Safe,-,-,,105.53,,0,0,0,300887
sz002519,银河电子,★人气/4板/航天/军工,1689999999.9999998,9.98,16.25,9.98,9.48,🟢 Safe,-,-,,68.98,,0,0,0,002519
sz002342,巨力索具,F佬/巨力索具(商业航天)/★人气/2板,1664999999.9999998,10.03,18.34,0.33,9.98,🟢 Safe,-,-,,40.96,,0,0,0,002342
sh600391,航发科技,首板/👀焚诀预期/炸板,1630000000.0,7.89,12.14,-1.76,41.73,🟢 Safe,-,-,,28.6,,0,0,0,600391
sz002177,御银股份,首板/👀焚诀预期/炸板,1625000000.0,-1.69,27.4,0.11,8.75,🟢 Safe,-,-,,28.87,,0,0,0,002177
sz002250,联化科技,首板,1600000000.0,10.01,11.53,1.02,16.16,🟢 Safe,-,-,,28.36,,0,0,0,002250
sz002366,融发核电,首板,1550000000.0,9.96,14.43,0.12,8.83,🟢 Safe,-,-,,22.3,,0,0,0,002366
sh601399,国机重装,2板,1548000000.0,9.98,3.63,4.17,6.06,🟢 Safe,-,-,,15.65,,0,0,0,601399
sz002044,美年健康,1板,1537000000.0,2.96,7.14,-0.18,5.57,🟢 Safe,-,-,,1.46,,0,0,0,002044
